id,title,url,d1,d2,uniq_z,u01,text,QuestionExists
33233942,NASCAR Race Hub,https://en.wikipedia.org/wiki/NASCAR%20Race%20Hub,-5.1436367,-3.1657264,-0.2334486783110366,0.4261747108255231,"NASCAR Race Hub is a daily NASCAR news program broadcast on Fox Sports 1 Monday through Thursday. Originally broadcast on Speed, the show replaced NASCAR Nation and This Week in NASCAR. NASCAR Race Hub premiered on October 12, 2009, as a 30-minute show, but was extended to 60 minutes in the following years. The show was again shortened to 30 minutes after moving to Fox Sports 1 from Speed in August 2013, only to be returned to 60 minutes starting on September 23.

History
",0
7945256,Alabama Highway Patrol,https://en.wikipedia.org/wiki/Alabama%20Highway%20Patrol,-3.101784,4.3056602,1.5386575551218893,0.8026192379951853,"The Alabama Highway Patrol is the de facto highway patrol organization for the U.S. state of Alabama, and which has full jurisdiction anywhere in the State. The Alabama Highway Patrol was created in 1936. Since its establishment, 29 officers have died while on duty. It is subordinate to the Alabama Department of Public Safety, which is itself subordinate to the Alabama Law Enforcement Agency.

History
",0
6008849,Dario Vidošić,https://en.wikipedia.org/wiki/Dario%20Vido%C5%A1i%C4%87,-1.9179951,-1.1277368,-0.5587217633692855,0.3570776835730628,"Dario Vidošić ( ; ; (born 8 April 1987) is a former Australian footballer and current coach who is the interim manager of A-League Women club Melbourne City FC Women.

Club career
",0
25676767,Juan C. Bonilla (municipality),https://en.wikipedia.org/wiki/Juan%20C.%20Bonilla%20%28municipality%29,3.4478416,2.411766,0.8038918470833181,0.646534617149834,"Juan C. Bonilla Municipality is a municipality in Puebla in south-eastern Mexico. It is named after Juan Crisóstomo Bonilla.

References
",0
70701296,Philip Carr (linguist),https://en.wikipedia.org/wiki/Philip%20Carr%20%28linguist%29,1.8376107,3.396878,-0.1151875034604367,0.4512966652598919,"Philip Carr (25 September 1953 – 30 March 2020) was a British linguist and Emeritus Professor in the English Department of the University of Montpellier. He is best known for his works on  phonology and philosophy of linguistics.
His book Phonology is a coursebook taught across the world in phonology courses.
He was the father of three children and enjoyed raising his son and daughter in the sunny South of France.
",0
23736226,Dulong–Petit law,https://en.wikipedia.org/wiki/Dulong%E2%80%93Petit%20law,1.9325126,7.0989313,1.11573997098656,0.7127798102069608,"The Dulong–Petit law, a thermodynamic law proposed  by French physicists Pierre Louis Dulong and Alexis Thérèse Petit, states that the classical expression for the molar specific heat capacity of certain chemical elements is constant for temperatures far from the absolute zero. 

In modern terms, Dulong and Petit found that the heat capacity of a mole of many solid elements is about 3R, where R is the universal gas constant. The modern theory of the heat capacity of solids states that it is due to lattice vibrations in the solid.
",0
55066,Nanjing Massacre,https://en.wikipedia.org/wiki/Nanjing%20Massacre,0.8486082,3.6132147,-0.6007000792922013,0.3481603246750197,"The Nanjing Massacre (, ) or the Rape of Nanjing (formerly romanized as Nanking) was the mass murder of Chinese civilians in Nanjing, the capital of the Republic of China, immediately after the Battle of Nanking in the Second Sino-Japanese War, by the Imperial Japanese Army. Beginning on December 13, 1937, the massacre lasted six weeks. The perpetrators also committed other war crimes such as mass rape, looting, and arson. The massacre was one of the worst atrocities committed during World War II.

The Japanese Army had pushed quickly through China after capturing Shanghai in November 1937. By…",0
71502727,Ayn al-Tamr Stadium,https://en.wikipedia.org/wiki/Ayn%20al-Tamr%20Stadium,-1.9262208,-2.0278282,1.0458598664852703,0.6979353373411357,"Ayn al-Tamr Stadium () is a multi-purpose stadium in Ayn al-Tamr, 86 km west of Karbala, Iraq. It is currently used mostly for football matches and serves as the home stadium of Ayn al-Tamr SC. The stadium holds 2,000 people.

See also 
List of football stadiums in Iraq",0
24965271,Shel Dorf,https://en.wikipedia.org/wiki/Shel%20Dorf,-1.0438931,7.2451777,-0.0139658808835469,0.4727989460664368,"Sheldon ""Shel"" Dorf (July 5, 1933 – November 3, 2009) was an American comic book enthusiast and the founder of San Diego Comic-Con International. Dorf was also a freelance artist and graphic designer, who lettered the Steve Canyon comic strip for the last 12 to 14 years of the strip's run.

Early life
Born in Detroit, Michigan, Dorf was a fan of comic books and comic strips, particularly Chester Gould's work on the daily strip Dick Tracy.",0
9437701,Dalerveen,https://en.wikipedia.org/wiki/Dalerveen,4.3308744,1.9616541,1.032563244244337,0.6951107658916322,"Dalerveen is a village in the Netherlands and it is part of the Coevorden municipality in Drenthe.

Dalerveen started during the peat excavation from Dalen. There were originally two villages: De Haar and Dalerveen. It was first mentioned in 1597 as ""uth Daler venne"" and means ""the bog near Dalen"". In 1840, it was home to 275 people. In the 1940, De Haar and Dalerveen merged into a single village.
",0
28094851,Hubert Beckers,https://en.wikipedia.org/wiki/Hubert%20Beckers,-0.30426696,5.303846,-0.712919872385415,0.3243217273307646,"Hubert Beckers (4 November 1806 – 10 March 1889) was a German philosopher known chiefly as an expositor of the philosophy of Schelling.

Biography
He was born at Munich, and studied at the university there. In 1832 he was appointed professor of philosophy at the Lyceum at Dillingen, and in 1847 professor of philosophy at the University of Munich. In 1853 he became a member of the Bavarian Academy of Sciences.",0
50977211,Jürgen Pauritsch,https://en.wikipedia.org/wiki/J%C3%BCrgen%20Pauritsch,-4.625009,-2.7471876,-0.1208329169826495,0.4500974228081966,"Jürgen Pauritsch (2 May 1977) is an Austrian former cyclist. He won the Austrian National Road Race Championships in 2001.

References
",0
684315,Arthur Nebe,https://en.wikipedia.org/wiki/Arthur%20Nebe,-0.46324104,4.448972,-0.9903419615577476,0.2653895791250732,"Arthur Nebe (; 13 November 1894 – 21 March 1945) was a German SS functionary who was key in the security and police apparatus of Nazi Germany and from 1941, a major perpetrator of the Holocaust.

Nebe rose through the ranks of the Prussian police force to become head of Nazi Germany's Criminal Police (Kriminalpolizei; Kripo) in 1936, which was amalgamated into the Reich Security Main Office (RSHA) in 1939. Before the 1941 German invasion of the Soviet Union, Nebe volunteered to serve as the commanding officer of Einsatzgruppe B, one of the four mobile death squads of the SS. The unit was deplo…",0
37206178,Jesús Centeno,https://en.wikipedia.org/wiki/Jes%C3%BAs%20Centeno,-3.88114,-1.9569751,1.2538182897961798,0.7421114758012833,"Jesús Centeno (born 27 April 1967) is a Spanish modern pentathlete. He competed at the 1992 Summer Olympics.

References
",0
1191414,Packard's Corner,https://en.wikipedia.org/wiki/Packard%27s%20Corner,3.9630203,4.597929,1.2537599067959062,0.7420990736323174,"Packard's Corner is located in Boston, Massachusetts at the intersection of Commonwealth Avenue and Brighton Avenue.  Packard's Corner is serviced by the Packards Corner stop on the B branch of the MBTA's Green Line, a light rail line that runs mostly above ground. According to the Brighton Allston Historical Society, the name comes from Packard's Sales Stable and Riding School which existed in the area from 1885 through 1920, and was perpetuated by the Packard automobile dealership that was built in 1910. The corner is also the former home of Maverick Designs, a longtime supplier of unfinishe…",0
21568674,Steve Baumgartner,https://en.wikipedia.org/wiki/Steve%20Baumgartner,-0.86329967,-3.8568208,0.1664035430609844,0.5111144156650789,"Steven John Baumgartner (born March 26, 1951) is a former professional American football player who played defensive end for seven seasons for the New Orleans Saints and the Houston Oilers.

1951 births
Living people",0
